feature_id	msms_score	matched_peaks	reference_id	adduct	charge	ionmode	instrument	instrument_type	comment	inchikey	inchi	smiles	compound_name	Spectral_library_ID	Spectral_library	libname	component_id	mz
65	0.7200656951864091	5	71181		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004702808; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)		AZELAIC ACID	CCMSLIB00004702808	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9876500907070336	5	75766		-1	negative	ESI-QTOF	N/A-ESI-QTOF	DB#=CCMSLIB00004719716; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)		hydron;nonanedioate	CCMSLIB00004719716	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.8441099887700451	6	75767		-1	negative	ESI-QTOF	N/A-ESI-QTOF	DB#=CCMSLIB00004719717; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)		hydron;nonanedioate	CCMSLIB00004719717	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.8846723005885192	5	81083		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113455; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 30.0 eV	CCMSLIB00006113455	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.8836164698002229	5	81084		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113457; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 30.0 eV	CCMSLIB00006113457	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.8844483441226205	5	81085		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113459; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 30.0 eV	CCMSLIB00006113459	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9772972633222812	5	81088		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113464; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 40.0 eV	CCMSLIB00006113464	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.98525284663435	5	81089		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113466; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 40.0 eV	CCMSLIB00006113466	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9857752447424044	5	81090		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113468; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 40.0 eV	CCMSLIB00006113468	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9760458577940662	5	81091		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113470; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 40.0 eV	CCMSLIB00006113470	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.976208629796069	5	81092		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113472; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 40.0 eV	CCMSLIB00006113472	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.997031435203612	5	81093		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113474; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 40.0 eV	CCMSLIB00006113474	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.99730783963116	5	81094		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113475; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 40.0 eV	CCMSLIB00006113475	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9972894480677028	6	81095		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113477; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 40.0 eV	CCMSLIB00006113477	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9973844181786043	5	81096		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113479; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 40.0 eV	CCMSLIB00006113479	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.9960647832877249	5	81097		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113481; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 40.0 eV	CCMSLIB00006113481	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.8857425014439554	5	81098		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113483; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 30.0 eV	CCMSLIB00006113483	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.8856429472390536	5	81099		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113485; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 30.0 eV	CCMSLIB00006113485	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.8853778912952086	5	81100		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113486; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 30.0 eV	CCMSLIB00006113486	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
65	0.8859323317640144	5	81101		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006113487; origin=GNPS	BDJRBEYXGGNYIS-UHFFFAOYSA-N		C(CCCC(=O)O)CCCC(=O)O	Azelaic acid - 30.0 eV	CCMSLIB00006113487	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	187.09649658203125
110	0.9648012650502824	5	71875		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004704744; origin=GNPS	MEHUJCGAYMDLEL-LSDHHAIUSA-N	InChI=1S/C16H32O5/c17-13-9-5-4-7-11-15(19)14(18)10-6-2-1-3-8-12-16(20)21/h14-15,17-19H,1-13H2,(H,20,21)/t14-,15+/m0/s1		Aleuretic Acid	CCMSLIB00004704744	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	303.2176513671875
110	0.8958866035346157	6	71876		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004704745; origin=GNPS	MEHUJCGAYMDLEL-LSDHHAIUSA-N	InChI=1S/C16H32O5/c17-13-9-5-4-7-11-15(19)14(18)10-6-2-1-3-8-12-16(20)21/h14-15,17-19H,1-13H2,(H,20,21)/t14-,15+/m0/s1		Aleuretic Acid	CCMSLIB00004704745	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	-1	303.2176513671875
128	0.9581286673938002	7	28543		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010110571; origin=GNPS	NLDDIKRKFXEWBK-UHFFFAOYSA-N	InChI=1S/C17H26O4/c1-3-4-5-6-14(18)12-15(19)9-7-13-8-10-16(20)17(11-13)21-2/h8,10-11,14,18,20H,3-7,9,12H2,1-2H3/t14-/m0/s1	CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1	6-Gingerol CollisionEnergy:102040	CCMSLIB00010110571	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	29	293.17608642578125
128	0.963803244987983	6	32890		-1	negative	Orbitrap	LC-ESI-Orbitrap	DB#=CCMSLIB00010121910; origin=GNPS	NLDDIKRKFXEWBK-UHFFFAOYSA-N	InChI=1S/C17H26O4/c1-3-4-5-6-14(18)12-15(19)9-7-13-8-10-16(20)17(11-13)21-2/h8,10-11,14,18,20H,3-7,9,12H2,1-2H3/t14-/m0/s1	CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1	6-Gingerol CollisionEnergy:205060	CCMSLIB00010121910	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	29	293.17608642578125
80	0.9728288498282354	7	648		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00005436182; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACATE	CCMSLIB00005436182	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.9728288498282354	7	5378		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00005463636; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACATE	CCMSLIB00005463636	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.6639952127447795	6	24017		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676854; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006676854	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.6636735825987756	6	24020		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676857; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006676857	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.6640075813673074	6	24023		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676860; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006676860	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.6640282798372028	5	24026		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676863; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006676863	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.6645146899687217	6	24029		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676866; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006676866	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.6653033475132049	5	24032		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006676869; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006676869	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.713971853661238	6	25123		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006677960; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	sebacic_acid	CCMSLIB00006677960	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.929507027857346	7	52644		-1	negative	Hybrid FT	ESI-Hybrid FT	DB#=CCMSLIB00005760026; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	OC(=O)CCCCCCCCC(O)=O	Sebacic acid	CCMSLIB00005760026	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.6585812222957136	7	54374		-1	negative	Hybrid FT	ESI-Hybrid FT	DB#=CCMSLIB00005763975; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	OC(=O)CCCCCCCCC(O)=O	Sebacic acid	CCMSLIB00005763975	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.7377078821792902	7	54761		-1	negative	Hybrid FT	ESI-Hybrid FT	DB#=CCMSLIB00005764867; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	OC(=O)CCCCCCCCC(O)=O	Sebacic acid	CCMSLIB00005764867	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.979878280343677	7	55096		-1	negative	Hybrid FT	ESI-Hybrid FT	DB#=CCMSLIB00005765622; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	OC(=O)CCCCCCCCC(O)=O	Sebacic acid	CCMSLIB00005765622	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.949177894340376	7	76731		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679201; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006679201	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.9552203928831288	7	76764		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679286; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006679286	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.9552203928831288	7	76830		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679449; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006679449	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.949177894340376	7	76844		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006679481; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006679481	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.8949449449378695	5	77526		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006681130; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006681130	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.7050381214389472	7	77640		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006681431; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006681431	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.8949449449378695	5	77684		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006681523; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006681523	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.7050381214389472	7	77822		-1	negative	qTof	ESI-qTof	DB#=CCMSLIB00006681876; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	C(CCCCC(=O)O)CCCC(=O)O	SEBACIC ACID	CCMSLIB00006681876	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.996909848065829	7	83274		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118882; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118882	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.9958026450769653	7	83275		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118884; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118884	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.9953581953308088	7	83276		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118886; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118886	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.995957834078946	7	83277		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118888; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118888	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.9967672097238957	7	83278		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118891; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118891	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.7046820490994796	5	83279		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118894; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 30.0 eV	CCMSLIB00006118894	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.696507716638753	5	83280		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118896; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 30.0 eV	CCMSLIB00006118896	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.6915506893663955	5	83281		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118898; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 30.0 eV	CCMSLIB00006118898	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.9689236960249802	7	83284		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118930; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118930	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.973560384728996	7	83285		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118932; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118932	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.97031346281483	7	83286		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118935; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118935	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.9711657865648552	7	83287		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118938; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118938	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.9687504224102093	7	83288		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118941; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 40.0 eV	CCMSLIB00006118941	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.6962360570123486	5	83289		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118943; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 30.0 eV	CCMSLIB00006118943	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.695382987906283	5	83290		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118945; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 30.0 eV	CCMSLIB00006118945	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
80	0.6948743257626	5	83291		-1	negative	Orbitrap	ESI-Orbitrap	DB#=CCMSLIB00006118947; origin=GNPS	CXMXRPHRNRROMY-UHFFFAOYSA-N		C(CCCCC(=O)O)CCCC(=O)O	Sebacic acid - 30.0 eV	CCMSLIB00006118947	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	201.1123504638672
190	0.732639385941552	6	68887		-1	negative	ESI-QFT	N/A-ESI-QFT	DB#=CCMSLIB00004692306; origin=GNPS	NPDSHTNEKLQQIJ-SIGMCMEVSA-N	InChI=1S/C18H32O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14,17,19H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-6+,14-11+		9-hydroxy-10,12-octadecadienoic acid	CCMSLIB00004692306	GNPS	/Users/nothiasl/git/enpkg_mn/db_spectra/ALL_GNPS.msp	1	295.2276306152344
